image_id,fold,for_validation
qpq_358,B,True
qpq_359,B,True
qpq_360,B,True
qpq_361,B,True
qpq_362,B,True
qrk_000,D,False
qrk_001,D,False
qrk_002,D,False
qrk_003,D,False
qrk_004,D,False
qrk_005,D,False
qrk_006,D,False
qrk_007,D,False
qrk_008,D,False
qrk_009,D,False
qrk_010,D,False
qrk_011,D,False
qrk_012,D,False
qrk_013,D,False
qrk_014,D,False
qrk_015,D,False
qrk_016,D,False
qrk_017,D,False
qrk_018,D,False
qrk_019,D,False
qrk_020,D,False
qrk_021,D,False
qrk_022,D,False
qrk_023,D,False
qrk_024,D,False
qrk_025,D,False
qrk_026,D,False
qrk_027,D,False
qrk_028,D,False
qrk_029,D,False
qrk_030,D,False
qrk_031,D,False
qrk_032,D,False
qrk_033,D,False
qrk_034,D,False
qrk_035,D,False
qrk_036,D,False
qrk_037,D,False
qrk_038,D,False
qrk_039,D,False
qrk_040,D,False
qrk_041,D,False
qrk_042,D,False
qrk_043,D,False
qrk_044,D,False
qrk_045,D,False
qrk_046,D,False
qrk_047,D,False
qrk_048,D,False
qrk_049,D,False
qrk_050,D,False
qrk_051,D,False
qrk_052,D,False
qrk_053,D,False
qrk_054,D,False
qrk_055,D,False
qrk_056,D,False
qrk_057,D,False
qrk_058,D,False
qrk_059,A,True
qrk_060,A,True
qrk_061,A,True
qrk_062,A,True
qrk_063,A,True
qrk_064,A,True
qrk_065,A,True
qrk_066,A,True
qrk_067,A,True
qrk_068,A,True
qrk_069,A,True
qrk_070,A,True
qrk_071,A,True
qrk_072,A,True
qrk_073,A,True
qrk_074,A,True
qrk_075,A,True
qrk_076,A,True
qrk_077,A,True
qrk_078,A,True
qrk_079,A,True
qrk_080,A,True
qrk_081,A,True
qrk_082,A,True
qrk_083,A,True
qrk_084,A,True
qrk_085,A,True
qss_000,B,True
qss_001,B,True
qss_002,B,True
qss_003,B,True
qss_004,B,True
qss_005,B,True
qss_006,B,True
qss_007,B,True
qss_008,B,True
qss_009,B,True
qss_010,B,True
qss_011,B,True
qss_012,B,True
qss_013,B,True
qss_014,B,True
qss_015,B,True
qss_016,B,True
qss_017,B,True
qss_018,B,True
qss_019,B,True
qss_020,B,True
qss_021,B,True
qss_022,B,True
qss_023,B,True
qss_024,B,True
qss_025,B,True
qss_026,B,True
qss_027,B,True
qss_028,B,True
qss_029,B,True
qss_030,B,True
qss_031,B,True
qss_032,B,True
qss_033,B,True
qss_034,B,True
qss_035,B,True
qss_036,B,True
qss_037,B,True
qss_038,B,True
qss_039,B,True
qss_040,B,True
qss_041,B,True
qss_042,B,True
qss_043,B,True
qss_044,B,True
qss_045,B,True
qss_046,B,True
qss_047,B,True
qss_048,B,True
qss_049,B,True
qss_050,B,True
qss_051,B,True
qss_052,B,True
qss_053,B,True
qss_054,B,True
qss_055,B,True
qss_056,B,True
qss_057,B,True
qss_058,B,True
qss_059,B,True
qss_060,B,True
qss_061,B,True
qss_062,B,True
qss_063,B,True
qss_064,B,True
qss_065,B,True
qss_066,B,True
qss_067,B,True
qss_068,B,True
qss_069,B,True
qss_070,B,True
qss_071,B,True
qss_072,B,True
qss_073,B,True
qss_074,B,True
qss_075,B,True
qss_076,B,True
qss_077,B,True
qss_078,B,True
qss_079,B,True
qss_080,B,True
qss_081,B,True
qss_082,B,True
qss_083,B,True
qss_084,B,True
qss_085,B,True
qss_086,B,True
qss_087,B,True
qss_088,B,True
qss_089,B,
qss_090,B,
qss_091,B,
qss_092,B,
qss_093,B,
qss_094,B,
qss_095,B,
qss_096,B,
qss_097,B,
qss_098,B,
qss_099,B,
qss_100,B,
qss_101,B,
qss_102,B,
qss_103,B,
qss_104,B,
qss_105,B,
qss_106,B,
qss_107,B,
qss_108,B,
qss_109,B,
qss_110,B,
qss_111,B,
qss_112,B,
qss_113,B,
qss_114,B,
qss_115,B,
qss_116,B,
qss_117,B,
qss_118,B,
qss_119,B,
qss_120,B,
qss_121,B,
qss_122,B,
qss_123,B,
qss_124,B,
qss_125,B,
qss_126,B,
qss_127,B,
qss_128,B,
qss_129,B,
qss_130,B,
qss_131,B,
qss_132,B,
qss_133,B,
qss_134,B,
qss_135,B,
qss_136,B,
qss_137,B,
qss_138,B,
qss_139,B,
qss_140,B,
qss_141,B,
qss_142,B,
qss_143,B,
qss_144,B,
qss_145,B,
qss_146,B,
qss_147,B,
qss_148,B,
qss_149,B,
qsv_000,,
qsv_001,,
qsv_002,,
qsv_003,,
qsv_004,,
qsv_005,,
qsv_006,,
qsv_007,,
qsv_008,,
qsv_009,,
qsv_010,,
qsv_011,,
qsv_012,,
qsv_013,,
qsv_014,,
qsv_015,,
qsv_016,,
qsv_017,,
qsv_018,,
qsv_019,,
qsv_020,,
qsv_021,,
qsv_022,,
qsv_023,,
qsv_024,,
qsv_025,,
qsv_026,,
qsv_027,,
qsv_028,,
qsv_029,,
qsv_030,,
qsv_031,,
qsv_032,,
qsv_033,,
qsv_034,,
qsv_035,,
qsv_036,,
qsv_037,,
qsv_038,,
qsv_039,,
qsv_040,,
qsv_041,,
qsv_042,,
qsv_043,,
qsv_044,,
qsv_045,,
qsv_046,,
qsv_047,,
qsv_048,,
qsv_049,,
qsv_050,,
qsv_051,,
qsv_052,,
qsv_053,,
qsv_054,,
qsv_055,,
qsv_056,,
qsv_057,,
qsv_058,,
qsv_059,,
qsv_060,,
qsv_061,,
qsv_062,,
qsv_063,,
qsv_064,,
qsv_065,,
qsv_066,,
qsv_067,,
qsv_068,,
qsv_069,,
qsv_070,,
qsv_071,,
qsv_072,,
qsv_073,,
qsv_074,,
qsv_075,,
qsv_076,,
qsv_077,,
qsv_078,,
qsv_079,,
qsv_080,,
qsv_081,,
qsv_082,,
qsv_083,,
qsv_084,,
qsv_085,,
qsv_086,,
qsv_087,,
qsv_088,,
qsv_089,,
qsv_090,,
qsv_091,,
qsv_092,,
qsv_093,,
qsv_094,,
qsv_095,,
qsv_096,,
qsv_097,,
qsv_098,,
qsv_099,,
qsv_100,,
qsv_101,,
qsv_102,,
qsv_103,,
qsv_104,,
qsv_105,,
qsv_106,,
qsv_107,,
qsv_108,,
qsv_109,,
qsv_110,,
qsv_111,,
qsv_112,,
qsv_113,,
qsv_114,,
qsv_115,,
qsv_116,,
qsv_117,,
qsv_118,,
qsv_119,,
qsv_120,,
qsv_121,,
qsv_122,,
qsv_123,,
qsv_124,,
qsv_125,,
qsv_126,,
qsv_127,,
qsv_128,,
qsv_129,,
qsv_130,,
qsv_131,,
qsv_132,,
qsv_133,,
qsv_134,,
qsv_135,,
qsv_136,,
qsv_137,,
qsv_138,,
qsv_139,,
qsv_140,,
qsv_141,,
qsv_142,,
qsv_143,,
qsv_144,,
qsv_145,,
qsv_146,,
qsv_147,,
qsv_148,,
qsv_149,,
qsv_150,,
qsv_151,,
qsv_152,,
qsv_153,,
qsv_154,,
qsv_155,,
qsv_156,,
qsv_157,,
qsv_158,,
qsv_159,,
qsv_160,,
qsv_161,,
qsv_162,,
qsv_163,,
qsv_164,,
qsv_165,,
qsv_166,,
qsv_167,,
qsv_168,,
qsv_169,,
qsv_170,,
qsv_171,,
qsv_172,,
qsv_173,,
qsv_174,,
qsv_175,,
qsv_176,,
qsv_177,,
qsv_178,,
qsv_179,,
qsv_180,,
qsv_181,,
qsv_182,,
qsv_183,,
qsv_184,,
qsv_185,,
qsv_186,,
qsv_187,,
qsv_188,,
qsv_189,,
qsv_190,,
qsv_191,,
qsv_192,,
qsv_193,,
qsv_194,,
qsv_195,,
qsv_196,,
qsv_197,,
qsv_198,,
qsv_199,,
qsv_200,,
qsv_201,,
qsv_202,,
qsv_203,,
qsv_204,,
qsv_205,,
qsv_206,,
qsv_207,,
qsv_208,,
qsv_209,,
qsv_210,,
qsv_211,,
qsv_212,,
qsv_213,,
qsv_214,,
qsv_215,,
qsv_216,,
qsv_217,,
qsv_218,,
qsv_219,,
qsv_220,,
qsv_221,,
qsv_222,,
qsv_223,,
qsv_224,,
qsv_225,,
qsv_226,,
qsv_227,,
qsv_228,,
qsv_229,,
qsv_230,,
qsv_231,,
qsv_232,,
qsv_233,,
qsv_234,,
qsv_235,,
qsv_236,,
qsv_237,,
qsv_238,,
qsv_239,,
qsv_240,,
qsv_241,,
qsv_242,,
qsv_243,,
qsv_244,,
qsv_245,,
qsv_246,,
qsv_247,,
qsv_248,,
qsv_249,,
qsv_250,,
qsv_251,,
qsv_252,,
qsv_253,,
qsv_254,,
qsv_255,,
qsv_256,,
qsv_257,,
qsv_258,,
qsv_259,,
qsv_260,,
qsv_261,,
qsv_262,,
qsv_263,,
qsv_264,,
qsv_265,,
qsv_266,,
qsv_267,,
qsv_268,,
qsv_269,,
qsv_270,,
qsv_271,,
qsv_272,,
qsv_273,,
qsv_274,,
qsv_275,,
qsv_276,,
qsv_277,,
qsv_278,,
quo_000,A,True
quo_001,A,True
quo_002,A,True
quo_003,A,True
quo_004,A,True
quo_005,A,True
quo_006,A,True
quo_007,A,True
quo_008,A,True
quo_009,A,True
quo_010,A,True
quo_011,A,True
quo_012,A,True
quo_013,A,True
quo_014,A,True
quo_015,A,True
quo_016,A,True
quo_017,A,True
quo_018,A,True
quo_019,A,True
quo_020,A,True
quo_021,A,True
quo_022,A,True
quo_023,A,True
quo_024,A,True
quo_025,A,True
quo_026,A,True
quo_027,A,True
quo_028,A,True
quo_029,A,True
quo_030,A,True
quo_031,A,True
quo_032,A,True
quo_033,A,True
quo_034,A,True
quo_035,A,True
quo_036,A,True
quo_037,A,True
quo_038,A,True
quo_039,A,True
quo_040,A,True
quo_041,A,True
quo_042,A,True
quo_043,A,True
quo_044,A,True
quo_045,A,True
quo_046,A,True
quo_047,A,True
quo_048,A,True
quo_049,A,True
quo_050,A,True
quo_051,A,True
quo_052,A,True
quo_053,A,True
quo_054,A,True
quo_055,A,
quo_056,A,
quo_057,A,
quo_058,A,
quo_059,A,
quo_060,A,
quo_061,A,
quo_062,A,
quo_063,A,
quo_064,A,
quo_065,A,
quo_066,A,
quo_067,A,
quo_068,A,
quo_069,A,
quo_070,A,
quo_071,A,
quo_072,A,
quo_073,A,
quo_074,A,
quo_075,A,
quo_076,A,
quo_077,A,
qvf_000,D,False
qvf_001,D,False
qvf_002,D,False
qvf_003,D,False
qvf_004,D,False
qvf_005,D,False
qvf_006,D,False
qvf_007,D,False
qvf_008,D,False
qvf_009,D,False
qvf_010,D,False
qvf_011,D,False
qvf_012,D,False
qvf_013,D,False
qvf_014,D,False
qvf_015,D,False
qvf_016,D,False
qvf_017,D,False
qvf_018,D,False
qvf_019,D,False
qvf_020,D,False
qvf_021,D,False
qvf_022,D,False
qvf_023,D,False
qvf_024,D,False
qvf_025,D,False
qvf_026,D,False
qvf_027,D,False
qvf_028,D,False
qvf_029,D,False
qvf_030,D,False
qvf_031,D,False
qvf_032,D,False
qvf_033,D,False
qvf_034,D,False
qvf_035,D,False
qvf_036,D,False
qvf_037,D,False
qvf_038,D,False
qvf_039,D,False
qvf_040,D,False
qvf_041,D,False
qvf_042,D,False
qvf_043,D,False
qvf_044,D,False
qvf_045,D,False
qvf_046,D,False
qvf_047,D,False
qvf_048,D,False
qvf_049,D,False
qvf_050,D,False
qvf_051,D,False
qvf_052,D,False
qvf_053,D,False
qvf_054,D,False
qvf_055,D,False
qvf_056,D,False
qvf_057,D,False
qvf_058,D,False
qvf_059,D,False
qvf_060,D,False
qvf_061,D,False
qvf_062,D,False
qvf_063,D,False
qvf_064,D,False
qvf_065,D,False
qvf_066,B,True
qvf_067,B,True
qvf_068,B,True
qvf_069,B,True
qvf_070,B,True
qvf_071,B,True
qvf_072,B,True
qvf_073,B,True
qvf_074,B,True
qvf_075,B,True
qvf_076,B,True
qvf_077,B,True
qvf_078,B,True
qvf_079,B,True
qvf_080,B,True
qvf_081,B,True
qvf_082,B,True
qvf_083,B,True
qvf_084,B,True
qvf_085,B,True
qvf_086,B,True
qvf_087,B,True
qvf_088,B,True
qvf_089,B,True
qvf_090,B,True
qvf_091,B,True
qvf_092,B,True
qvf_093,B,True
qvf_094,B,True
qvf_095,B,True
qvf_096,B,True
qvf_097,B,True
qvf_098,B,True
qvf_099,B,True
qvf_100,B,True
qvf_101,B,True
qvp_000,A,False
qvp_001,A,False
qvp_002,D,True
qvp_003,D,True
qvp_004,D,True
qvp_005,D,True
qvw_000,B,False
qvw_001,B,False
qvw_002,B,False
qvw_003,B,False
qvw_004,B,False
qvw_005,B,False
qvw_006,B,False
qvw_007,B,False
qvw_008,B,False
qvw_009,B,False
qvw_010,B,False
qvw_011,B,False
qvw_012,B,False
qvw_013,B,False
qvw_014,B,False
qvw_015,B,False
qvw_016,B,False
qvw_017,B,False
qvw_018,B,False
qvw_019,B,False
qvw_020,B,False
qvw_021,B,False
qvw_022,B,False
qvw_023,B,False
qvw_024,B,False
qvw_025,B,False
qvw_026,B,False
qvw_027,B,False
qvw_028,B,False
qvw_029,C,True
qvw_030,C,True
qvw_031,C,True
qvw_032,C,True
qvw_033,C,True
qvw_034,C,True
qvw_035,C,True
qvw_036,C,True
qvw_037,C,True
qvw_038,C,True
qvw_039,C,True
qvw_040,C,True
qvw_041,C,True
qvw_042,C,True
qvw_043,C,True
qvw_044,C,True
qvw_045,C,True
qvw_046,C,True
qvw_047,C,True
qxu_000,D,True
qxu_001,D,True
qxu_002,D,True
qxu_003,D,True
qxu_004,D,True
qxu_005,D,True
qxu_006,D,True
qxu_007,D,True
qxu_008,D,True
qxu_009,D,True
qxu_010,D,True
qxu_011,D,True
qxu_012,D,True
qxu_013,D,True
qxu_014,D,True
qxu_015,D,True
qxu_016,D,True
qxu_017,D,True
qxu_018,D,True
qxu_019,D,True
qxu_020,D,True
qxu_021,D,True
qxu_022,D,True
qxu_023,D,True
qxu_024,D,True
qxu_025,D,True
qxu_026,D,True
qxu_027,D,True
qxu_028,D,True
qxu_029,D,True
qxu_030,D,True
qxu_031,D,True
qxu_032,D,True
qxu_033,D,True
qxu_034,D,True
qxu_035,D,True
qxu_036,D,True
qxu_037,D,True
qxu_038,D,True
qxu_039,D,True
qxu_040,D,True
qxu_041,D,True
qxu_042,D,True
qxu_043,D,True
qxu_044,D,True
qxu_045,D,True
qxu_046,D,True
qxu_047,D,True
qxu_048,D,True
qxu_049,D,True
qxu_050,D,True
qxu_051,D,True
qxu_052,D,True
qxu_053,D,True
qxu_054,D,True
qxu_055,D,True
qxu_056,D,True
qxu_057,D,True
qxu_058,D,True
qxu_059,D,True
qxu_060,D,True
qxu_061,D,True
qxu_062,D,True
qxu_063,D,True
qxu_064,D,True
qxu_065,D,True
qxu_066,D,True
qxu_067,D,True
qxu_068,D,True
qxu_069,D,True
qxu_070,D,True
qxu_071,D,True
qxu_072,D,True
qxu_073,D,True
qxu_074,D,True
qxu_075,D,True
qxu_076,D,True
qxu_077,D,True
qxu_078,D,True
qxu_079,D,True
qxu_080,D,True
qxu_081,D,True
qxu_082,D,True
qxu_083,D,True
qxu_084,D,True
qxu_085,D,True
qxu_086,D,True
qxu_087,D,True
qxu_088,D,True
qxu_089,D,True
qxu_090,D,True
qxu_091,D,True
qxu_092,D,True
qxu_093,D,True
qxu_094,D,True
qxu_095,D,True
qxu_096,D,True
qxu_097,D,True
qxu_098,D,True
qxu_099,D,True
qxu_100,D,True
qxu_101,D,True
qxu_102,D,True
qxu_103,D,True
qxu_104,D,True
qxu_105,D,True
qxu_106,D,True
qxu_107,D,True
qxu_108,D,True
qxu_109,D,True
qxu_110,D,True
qxu_111,D,True
qxu_112,D,True
qxu_113,D,True
qxu_114,D,True
qxu_115,D,True
qxu_116,D,True
qxu_117,D,True
qxu_118,D,True
qxu_119,D,True
qxu_120,D,True
qxu_121,D,True
qxu_122,D,True
qxu_123,D,True
qxu_124,D,True
qxu_125,D,True
qxu_126,D,True
qxu_127,D,True
qxu_128,D,True
qxu_129,D,True
qxu_130,D,True
qxu_131,D,True
qxu_132,D,True
qxu_133,D,True
qxu_134,D,True
qxu_135,D,True
qxu_136,D,True
qxu_137,D,True
qxu_138,D,True
qxu_139,D,True
qxu_140,D,True
qxu_141,D,True
qxu_142,D,True
qxu_143,D,True
qxu_144,D,True
qxu_145,D,True
qxu_146,D,True
qxu_147,D,True
qxu_148,D,True
qxu_149,D,True
qxu_150,D,True
qxu_151,D,True
qxu_152,D,True
qxu_153,D,True
qxu_154,D,True
qxu_155,D,True
qxu_156,D,True
qxu_157,D,True
qxu_158,D,True
qxu_159,D,True
qxu_160,D,True
qxu_161,D,True
qxu_162,D,True
qxu_163,D,True
qxu_164,D,True
qxu_165,D,True
qxu_166,D,True
qxu_167,D,True
qxu_168,D,True
qxu_169,D,True
qxu_170,D,True
qxu_171,D,True
qxu_172,D,True
qxu_173,D,True
qxu_174,D,True
qxu_175,D,True
qxu_176,D,True
qxu_177,D,True
qxu_178,D,True
qxu_179,D,True
qxu_180,D,True
qxu_181,D,True
qxu_182,D,True
qxu_183,D,True
qxu_184,D,True
qxu_185,D,True
qxu_186,D,True
qxu_187,D,True
qxu_188,D,True
qxu_189,D,True
qxu_190,D,True
qxu_191,D,True
qxu_192,D,True
qxu_193,D,True
qxu_194,D,True
qxu_195,D,True
qxu_196,D,True
qxu_197,D,True
qxu_198,D,True
qxu_199,D,
qxu_200,D,
qxu_201,D,
qxu_202,D,
qxu_203,D,
qxu_204,D,
qxu_205,D,
qxu_206,D,
qxu_207,D,
qxu_208,D,
qxu_209,D,
qxu_210,D,
qxu_211,D,
qxu_212,D,
qxu_213,D,
qxu_214,D,
qxu_215,D,
qxu_216,D,
qxu_217,D,
qxu_218,D,
qxu_219,D,
qxu_220,D,
qxu_221,D,
qxu_222,D,
qxu_223,D,
qxu_224,D,
qxu_225,D,
qxu_226,D,
qxu_227,D,
qxu_228,D,
qxu_229,D,
qxu_230,D,
qxu_231,D,
qxu_232,D,
qxu_233,D,
qxu_234,D,
qxu_235,D,
qxu_236,D,
qyo_000,C,True
qyo_001,C,True
qyo_002,C,True
qyo_003,C,True
qyo_004,C,True
qyo_005,C,True
qyo_006,C,True
qyo_007,C,True
qyo_008,C,True
qyo_009,C,True
qyo_010,C,True
qyo_011,C,True
qyo_012,C,True
qyo_013,C,True
qyo_014,C,True
qyo_015,C,True
qyo_016,C,True
qyo_017,C,True
qyo_018,C,True
qyo_019,C,True
qyo_020,C,True
qyo_021,C,True
qyo_022,C,True
qyo_023,C,True
qyo_024,C,True
qyo_025,C,True
qyo_026,C,True
qyo_027,C,True
qyo_028,C,True
qyo_029,C,True
qyo_030,C,True
qyo_031,C,True
qyo_032,C,True
qyo_033,C,True
qyo_034,C,True
qyo_035,C,True
qyo_036,C,True
qyo_037,C,True
qyo_038,C,True
qyo_039,C,True
qyo_040,C,True
qyo_041,C,True
qyo_042,C,True
qyo_043,C,True
qyo_044,C,True
qyo_045,C,True
qyo_046,C,True
qyo_047,C,True
qyo_048,C,True
qyo_049,C,True
qyo_050,C,True
qyo_051,C,True
qyo_052,C,True
qyo_053,C,True
qyo_054,C,True
qyo_055,C,True
qyo_056,C,True
qyo_057,C,True
qyo_058,C,True
qyo_059,C,True
qyo_060,C,True
qyo_061,C,True
qyo_062,C,True
qyo_063,C,True
qyo_064,C,True
qyo_065,C,True
qyo_066,C,True
qyo_067,C,True
qyo_068,C,True
qyo_069,C,True
qyo_070,C,True
qyo_071,C,True
qyo_072,C,
qyo_073,C,
qyo_074,C,
qyo_075,C,
qyo_076,C,
qyo_077,C,
qyo_078,C,
qyo_079,C,
qyo_080,C,
qyo_081,C,
qyo_082,C,
qyo_083,C,
qyo_084,C,
qyo_085,C,
qyo_086,C,
qyo_087,C,
qyo_088,C,
qyo_089,C,
qyo_090,C,
qyo_091,C,
qyo_092,C,
qyo_093,C,
qyo_094,C,
qyo_095,C,
qyo_096,C,
qyo_097,C,
qyo_098,C,
qyo_099,C,
qyo_100,C,
qyo_101,C,
qyo_102,C,
qyo_103,C,
qyo_104,C,
qyo_105,C,
qyo_106,C,
qyo_107,C,
qyo_108,C,
qyo_109,C,
qyo_110,C,
qyo_111,C,
qyo_112,C,
qyo_113,C,
qyo_114,C,
qyo_115,C,
qyo_116,C,
qyo_117,C,
qyo_118,C,
qyo_119,C,
qyo_120,C,
qyo_121,C,
qyo_122,C,
qyo_123,C,
qyo_124,C,
qyo_125,C,
qyo_126,C,
qyo_127,C,
qyo_128,C,
qyo_129,C,
qyo_130,C,
qyo_131,C,
qyo_132,C,
qyo_133,C,
qyo_134,C,
qyo_135,C,
qyo_136,C,
qyo_137,C,
qyo_138,C,
qyo_139,C,
qyo_140,C,
qyo_141,C,
qyo_142,C,
qyo_143,C,
qyo_144,C,
qyo_145,C,
qyo_146,C,
qyo_147,C,
qyo_148,C,
qyo_149,C,
qzd_000,A,False
qzd_001,A,False
qzd_002,A,False
qzd_003,A,False
qzd_004,A,False
qzd_005,A,False
qzd_006,A,False
qzd_007,A,False
qzd_008,A,False
qzd_009,A,False
qzd_010,A,False
qzd_011,A,False
qzd_012,A,False
qzd_013,A,False
qzd_014,A,False
qzd_015,A,False
qzd_016,A,False
qzd_017,A,False
qzd_018,A,False
qzd_019,A,False
qzd_020,A,False
qzd_021,A,False
qzd_022,A,False
qzd_023,A,False
qzd_024,A,False
qzd_025,A,False
qzd_026,A,False
qzd_027,A,False
qzd_028,A,False
qzd_029,A,False
qzd_030,A,False
qzd_031,A,False
qzd_032,A,False
qzd_033,A,False
qzd_034,A,False
qzd_035,A,False
qzd_036,A,False
qzd_037,A,False
qzd_038,A,False
qzd_039,A,False
qzd_040,A,False
qzd_041,A,False
qzd_042,A,False
qzd_043,A,False
qzd_044,A,False
qzd_045,A,False
qzd_046,A,False
qzd_047,A,False
qzd_048,A,False
qzd_049,A,False
qzd_050,A,False
qzd_051,A,False
qzd_052,A,False
qzd_053,A,False
qzd_054,A,False
qzd_055,A,False
qzd_056,A,False
qzd_057,A,False
qzd_058,A,False
qzd_059,A,False
qzd_060,A,False
qzd_061,A,False
qzd_062,A,False
qzd_063,A,False
qzd_064,A,False
qzd_065,A,False
qzd_066,A,False
qzd_067,A,False
qzd_068,A,False
qzd_069,A,False
qzd_070,A,False
qzd_071,A,False
qzd_072,A,False
qzd_073,A,False
qzd_074,A,False
qzd_075,A,False
qzd_076,A,False
qzd_077,A,False
qzd_078,A,False
qzd_079,A,False
qzd_080,A,False
qzd_081,A,False
qzd_082,A,False
qzd_083,A,False
qzd_084,A,False
qzd_085,A,False
qzd_086,A,False
qzd_087,A,False
qzd_088,A,False
qzd_089,A,False
qzd_090,A,False
qzd_091,A,False
qzd_092,A,False
qzd_093,A,False
qzd_094,A,False
qzd_095,A,False
qzd_096,A,False
qzd_097,A,False
qzd_098,A,False
qzd_099,A,False
qzd_100,A,False
qzd_101,A,False
qzd_102,A,False
qzd_103,A,False
qzd_104,A,False
qzd_105,A,False
qzd_106,A,False
qzd_107,A,False
qzd_108,A,False
qzd_109,A,False
qzd_110,A,False
qzd_111,A,False
qzd_112,A,False
qzd_113,A,False
qzd_114,A,False
qzd_115,A,False
qzd_116,A,False
qzd_117,A,False
qzd_118,A,False
qzd_119,A,False
qzd_120,A,False
qzd_121,A,False
qzd_122,A,False
qzd_123,A,False
qzd_124,A,False
qzd_125,A,False
qzd_126,A,False
qzd_127,A,False
qzd_128,A,False
qzd_129,A,False
qzd_130,A,False
qzd_131,A,False
qzd_132,A,False
qzd_133,A,False
qzd_134,A,False
qzd_135,A,False
qzd_136,A,False
qzd_137,A,False
qzd_138,A,False
qzd_139,A,False
qzd_140,A,False
qzd_141,A,False
qzd_142,A,False
qzd_143,A,False
qzd_144,A,False
qzd_145,A,False
qzd_146,A,False
qzd_147,A,False
qzd_148,A,False
qzd_149,A,False
qzd_150,A,False
qzd_151,A,False
qzd_152,A,False
qzd_153,A,False
qzd_154,A,False
qzd_155,A,False
qzd_156,A,False
qzd_157,A,False
qzd_158,A,False
qzd_159,A,False
qzd_160,A,False
qzd_161,A,False
qzd_162,A,False
qzd_163,A,False
qzd_164,A,False
qzd_165,A,False
qzd_166,D,True
qzd_167,D,True
qzd_168,D,True
qzd_169,D,True
qzd_170,D,True
qzd_171,D,True
qzd_172,D,True
qzd_173,D,True
qzd_174,D,True
qzd_175,D,True
qzd_176,D,True
qzd_177,D,True
qzd_178,D,True
qzd_179,D,True
qzd_180,D,True
qzd_181,D,True
qzd_182,D,True
qzd_183,D,True
qzd_184,D,True
qzd_185,D,True
qzd_186,D,True
qzd_187,D,True
qzd_188,D,True
qzd_189,D,True
qzd_190,D,True
qzd_191,D,True
qzd_192,D,True
qzd_193,D,True
qzd_194,D,True
qzd_195,D,True
qzd_196,D,True
qzd_197,D,True
qzd_198,D,True
qzd_199,D,True
qzd_200,D,True
qzd_201,D,True
qzd_202,D,True
qzd_203,D,True
qzd_204,D,True
qzd_205,D,True
qzd_206,D,True
qzd_207,D,True
qzd_208,D,True
qzd_209,D,True
qzd_210,D,True
qzd_211,D,True
qzd_212,D,True
qzd_213,D,True
qzd_214,D,True
qzd_215,D,True
qzd_216,D,True
qzd_217,D,True
qzd_218,D,True
qzd_219,D,True
qzf_000,D,True
qzf_001,D,True
qzf_002,D,True
qzf_003,D,True
qzf_004,D,True
qzf_005,D,True
qzf_006,D,True
qzf_007,D,True
qzf_008,D,True
qzf_009,D,True
qzf_010,D,True
qzf_011,D,True
qzf_012,D,True
qzf_013,D,True
qzf_014,D,True
qzf_015,D,True
qzf_016,D,True
qzf_017,D,True
qzf_018,D,True
qzf_019,D,True
qzf_020,D,True
qzf_021,D,True
qzf_022,D,True
qzf_023,D,True
qzf_024,D,True
qzf_025,D,
qzf_026,D,
qzf_027,D,
qzf_028,D,
qzf_029,D,
qzf_030,D,
qzf_031,D,
qzf_032,D,
qzf_033,D,
qzf_034,D,
qzf_035,D,
qzf_036,D,
qzf_037,D,
qzf_038,D,
qzf_039,D,
qzf_040,D,
qzf_041,D,
qzf_042,D,
qzf_043,D,
qzf_044,D,
qzf_045,D,
qzf_046,D,
qzf_047,D,
qzf_048,D,
qzf_049,D,
qzf_050,D,
qzf_051,D,
qzf_052,D,
qzf_053,D,
qzf_054,D,
qzf_055,D,
qzf_056,D,
qzf_057,D,
qzf_058,D,
qzf_059,D,
qzf_060,D,
qzf_061,D,
qzf_062,D,
qzf_063,D,
qzf_064,D,
qzf_065,D,
qzf_066,D,
qzf_067,D,
qzf_068,D,
qzf_069,D,
qzf_070,D,
qzf_071,D,
qzf_072,D,
qzf_073,D,
qzf_074,D,
qzf_075,D,
qzf_076,D,
qzf_077,D,
qzf_078,D,
qzf_079,D,
qzf_080,D,
qzf_081,D,
qzf_082,D,
qzf_083,D,
qzf_084,D,
qzf_085,D,
qzi_000,A,False
qzi_001,A,False
qzi_002,A,False
qzi_003,A,False
qzi_004,A,False
qzi_005,A,False
qzi_006,A,False
qzi_007,A,False
qzi_008,A,False
qzi_009,A,False
qzi_010,A,False
qzi_011,A,False
qzi_012,A,False
qzi_013,A,False
qzi_014,A,False
qzi_015,A,False
qzi_016,A,False
qzi_017,A,False
qzi_018,A,False
qzi_019,A,False
qzi_020,A,False
qzi_021,A,False
qzi_022,A,False
qzi_023,A,False
qzi_024,A,False
qzi_025,A,False
qzi_026,A,False
qzi_027,A,False
qzi_028,A,False
qzi_029,A,False
qzi_030,A,False
qzi_031,A,False
qzi_032,A,False
qzi_033,A,False
qzi_034,A,False
qzi_035,A,False
qzi_036,A,False
qzi_037,A,False
qzi_038,A,False
qzi_039,A,False
qzi_040,A,False
qzi_041,A,False
qzi_042,A,False
qzi_043,A,False
qzi_044,A,False
qzi_045,A,False
qzi_046,A,False
qzi_047,A,False
qzi_048,A,False
qzi_049,A,False
qzi_050,A,False
qzi_051,A,False
qzi_052,A,False
qzi_053,A,False
qzi_054,A,False
qzi_055,A,False
